Klinik_ID_2018,Klinik_ID_2019,Klinikname,Adresse,Klinikort,teilgenommen,Facharzt_Gyn,Facharzt_Anaesthesie,Facharzt_Kinder,Stillberatung,Hebammen,Hebammen_VK,VK_Angabe,Kinderklinik,Geburtenzahl_2019,Kaiserschnittrate_rohe_Rate,Bewertung_Risikoadjustierte_Kaiserschnittrate,Risikoadjustierte_Kaiserschnittrate_2019
261400563-1,261400563-1,Muldentalkliniken GmbH Gemeinnützige Gesellschaft Krankenhaus Grimma,Kleiststraße 5,Grimma,TRUE,Ja,Ja,Nein,Nein,8 % weniger als empfohlen,5.2,vorhanden,Keine Kinderklinik angegeben,258,"29,8 %",Im Toleranzbereich oder niedriger,0.85
261401018-1,261401018-1,Helios Weißeritztal-Kliniken,Bürgerstraße 7,Freital,TRUE,Ja,Ja,Ja,Ja,33 % mehr als empfohlen,7.5,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,409,"15,6 %",Im Toleranzbereich oder niedriger,0.59
260940449-1,260940449-1,Klinikum Kulmbach,NA,Kulmbach,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,708,"33,8 %",Im Toleranzbereich oder niedriger,1.16
260910933-1,260910933-1,Kreisklinik Bad Reichenhall mit den Außenstellen Berchtesgaden und Freilassing,NA,Bad Reichenhall,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,613,"26,9 %",Im Toleranzbereich oder niedriger,1.1
260660839-0,260660839-0,Agaplesion Diakonie Kliniken Kassel gGmbH,Herkulesstr. 34,Kassel,TRUE,Ja,Ja,keine verwertbare Angabe²,Nein,5 % weniger als empfohlen,16.43,vorhanden,Keine Kinderklinik angegeben,1856,"31,2 %",Im Toleranzbereich oder niedriger,1.09
261500984-2,261500984-2,Harzklinikum Dorothea Christiane Erxleben GmbH,Ilsenburger Straße 15,Wernigerode,TRUE,Ja,Ja,Ja,Ja,38 % mehr als empfohlen,9.25,vorhanden,Eigene Kinderklinik,715,"39,4 %",Im Toleranzbereich oder niedriger,1.2
260920387-0,260920387-0,Krankenhaus Vilsbiburg,Krankenhausstr. 2,Vilsbiburg,TRUE,Ja,Ja,Nein,Nein,3 % weniger als empfohlen,5.5,vorhanden,Keine Kinderklinik angegeben,237,"30,4 %",Im Toleranzbereich oder niedriger,1.05
260911171-0,260911171-0,Kreisklinik Ebersberg gemeinnützige GmbH,NA,Ebersberg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,694,"23,6 %",Im Toleranzbereich oder niedriger,0.85
260101488-0,260101488-0,Frauenklinik Neumünster,Friesenstraße 11,Neumünster,TRUE,Ja,Ja,Ja,Ja,26 % mehr als empfohlen,12.5,vorhanden,Eigene Kinderklinik,1057,"24,3 %",Im Toleranzbereich oder niedriger,0.73
260610280-0,260610280-0,Lahn-Dill-Kliniken GmbH,Forsthausstraße 1-3,Wetzlar,TRUE,Ja,Ja,Nein,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,604,"38,4 %",Toleranzbereich überschritten,1.28
260950099-2,260950099-2,Klinikum Nürnberg,NA,Nürnberg,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,3225,"23,7 %",Im Toleranzbereich oder niedriger,0.73
260100476-1,260100476-1,Klinikum Nordfriesland gGmbH,NA,Husum,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,680,"36,6 %",Im Toleranzbereich oder niedriger,1.08
260611203-0,260611203-0,St. Vincenz-Krankenhaus Limburg,NA,Limburg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,1515,"35,2 %",Im Toleranzbereich oder niedriger,1.2
260812525-4,260812525-4,Kliniken Böblingen,Bunsenstraße 120,Böblingen,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik,2694,"30,1 %",Im Toleranzbereich oder niedriger,0.89
260810453-0,260810453-0,Krankenhaus Leonberg,Rutesheimer Straße 50,Leonberg,TRUE,Ja,Ja,Nein,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,723,"24,8 %",Im Toleranzbereich oder niedriger,0.97
260610279-0,260610279-0,"Klinik für Frauenheilkunde und Geburtshilfe, Universitätsklinikum Gießen und Marburg - Standort Gießen",Klinikstraße 33,Gießen,TRUE,Ja,Ja,Ja,Nein,5 % mehr als empfohlen,17,vorhanden,Eigene Kinderklinik,1740,"45,8 %",Im Toleranzbereich oder niedriger,1.14
260550266-1,260550266-1,St. Agnes-Hospital Bocholt,NA,Bocholt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,1026,"26,6 %",Im Toleranzbereich oder niedriger,0.85
260530591-1,260530591-1,St. Remigius Krankenhaus Opladen mit Betriebstätte St. Josef Krankenhaus,NA,Leverkusen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,559,"33,5 %",Im Toleranzbereich oder niedriger,1.15
261430013-0,261430013-0,"Kreiskrankenhaus Torgau ""Johann Kentmann"" gGmbH",Christianistraße 1,Torgau,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik oder Kooperationsklinik,396,"21,5 %",Im Toleranzbereich oder niedriger,0.65
260310595-0,260310595-0,Helios Albert-Schweitzer-Klinik Northeim,Albert-Schweitzer-Weg 1,Northeim,TRUE,Nein,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,400,"30,2 %",Im Toleranzbereich oder niedriger,1.02
260591506-1,260591506-1,Katholisches Klinikum Lünen/Werne GmbH,NA,Lünen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,789,"37,4 %",Toleranzbereich überschritten,1.27
260820503-0,260820503-0,Salem Krankenhaus Heidelberg,Zeppelinstrasse 11-33,Heidelberg,TRUE,Ja,Ja,Nein,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,1255,"28,0 %",Im Toleranzbereich oder niedriger,1.03
260100875-2,260100875-2,imland Klinik Rendsburg-Eckernförde,Lilienstr. 20-28,Rendsburg,TRUE,Ja,Ja,Ja,Ja,3 % mehr als empfohlen,10.17,vorhanden,Eigene Kinderklinik,1057,"32,5 %",Im Toleranzbereich oder niedriger,0.96
260730321-0,260730321-0,Klinikum Worms - Perinatalzentrum,Gabriel-von-Seidl-Str. 81,Worms,TRUE,Ja,Ja,Ja,Ja,2 % weniger als empfohlen,17,vorhanden,Eigene Kinderklinik,1859,"34,5 %",Im Toleranzbereich oder niedriger,1.04
260530114-1,260530114-1,Gemeinschaftskrankenhaus Bonn Haus St. Elisabeth,Prinz Albert Strasse 40,Bonn,TRUE,Nein,Ja,Nein,Ja,19 % mehr als empfohlen,7.02,vorhanden,Keine Kinderklinik angegeben,629,"23,7 %",Im Toleranzbereich oder niedriger,0.87
260840028-1,260840028-1,Klinikum am Steinenberg,NA,Reutlingen,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2271,"27,3 %",Im Toleranzbereich oder niedriger,0.92
261400379-1,261400379-1,"Heinrich-Braun-Klinikum gemeinnützige GmbH, Standort Zwickau, Klinik für Frauenheilkunde und Geburtshilfe",Karl-Keil-Straße 35,Zwickau,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik,884,"31,7 %",Im Toleranzbereich oder niedriger,0.81
260100432-1,260100432-1,Johanniter-Krankenhaus Geesthacht (KH),NA,Geesthacht,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,702,"20,9 %",Im Toleranzbereich oder niedriger,0.78
260590641-0,260590641-0,Marien Hospital Witten,NA,Witten,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2525,"39,7 %",Toleranzbereich überschritten,1.25
260910090-0,260910090-0,Helios Klinikum München West,Steinerweg 5,München,TRUE,Ja,Ja,Nein,Ja,14 % weniger als empfohlen,8,vorhanden,Keine Kinderklinik angegeben,991,"31,0 %",Im Toleranzbereich oder niedriger,1.14
260321495-0,260321495-0,KRH Klinikum Großburgwedel,NA,Burgwedel,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,534,"29,2 %",Im Toleranzbereich oder niedriger,1.06
261201414-2,261201414-2,Klinikum Dahme-Spreewald GmbH - Spreewaldklinik Lübben,Schillerstraße 29,Lübben,TRUE,Ja,Ja,Ja,Ja,6 % mehr als empfohlen,6,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,441,"31,3 %",Im Toleranzbereich oder niedriger,1.11
260592084-1,260592084-1,St. Barbara-Klinik Hamm GmbH,NA,Hamm,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,727,"31,2 %",Im Toleranzbereich oder niedriger,1.18
260831620-1,260831620-1,St. Elisabethen-Krankenhaus gGmbH,NA,Lörrach,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2224,"26,7 %",Im Toleranzbereich oder niedriger,0.87
260940520-1,260940520-1,Klinikum Fichtelgebirge GgmbH,Schillerhain 1-8,Marktredwitz,TRUE,Ja,Ja,Nein,Ja,24 % mehr als empfohlen,7,vorhanden,Keine Kinderklinik angegeben,473,"36,8 %",Toleranzbereich überschritten,1.3
260341080-0,260341080-0,"Klinik für Frauenheilkunde und Geburtshilfe, Perinatalzentrum Level 2, Klinikum Wilhelmshaven",Friedrich-Paffrath Str 100,Wilhelmshaven,TRUE,Ja,Ja,Ja,Ja,4 % mehr als empfohlen,9.14,vorhanden,Eigene Kinderklinik,939,"32,9 %",Im Toleranzbereich oder niedriger,1.06
260330123-0,260330123-0,Elbe Klinikum Buxtehude,Am Krankenhaus 1,Buxtehude,TRUE,Ja,Ja,Nein,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1029,"21,4 %",Im Toleranzbereich oder niedriger,0.78
261300129-2,261300129-2,Westmecklenburg-Klinikum Helene von Bülow,Parkstrasse 13,Hagenow,TRUE,Ja,Ja,Ja,Ja,22 % mehr als empfohlen,7.75,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,676,"19,7 %",Im Toleranzbereich oder niedriger,0.7
261300050-1,261300050-1,MEDICLIN Müritz-Klinikum,Weinbergstraße 19,Waren,TRUE,Ja,Ja,Ja,Ja,24 % mehr als empfohlen,7,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,509,"27,5 %",Im Toleranzbereich oder niedriger,0.97
260590208-0,260590219-3,St.-Josefs-Hospital,NA,Dortmund,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,871,"27,0 %",Im Toleranzbereich oder niedriger,0.95
260200035-0,260200035-0,Asklepios Klinik Barmbek,NA,Hamburg,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,3163,"38,2 %",Im Toleranzbereich oder niedriger,1.19
260101865-1,260101865-1,Westküstenklinikum Heide,Esmarchstraße 50,Heide,TRUE,Ja,Ja,Ja,Nein,8 % mehr als empfohlen,10.6,vorhanden,Eigene Kinderklinik,1052,"39,3 %",Im Toleranzbereich oder niedriger,1.17
260340546-0,260340546-0,Borromäus Hospital,Kirchstraße 61-67,Leer,TRUE,Nein,Ja,Nein,Ja,8 % weniger als empfohlen,6.2,vorhanden,Keine Kinderklinik angegeben,716,"20,3 %",Im Toleranzbereich oder niedriger,0.67
260510826-0,260510826-0,Sana-Klinikum Remscheid GmbH,Burger Straße 211,Remscheid,TRUE,Ja,Ja,Ja,Ja,2 % weniger als empfohlen,12.5,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1364,"31,0 %",Im Toleranzbereich oder niedriger,1.05
260590468-0,260590468-0,St. Anna Hospital,NA,Herne,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1005,"22,8 %",Im Toleranzbereich oder niedriger,0.82
261410020-0,261410020-0,Kliniken Erlabrunn gGmbH,Am Märzenberg 1 A,Breitenbrunn,TRUE,Ja,Ja,Nein,Nein,24 % mehr als empfohlen,7,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,291,"24,1 %",Im Toleranzbereich oder niedriger,0.73
260530660-0,260530660-0,Krankenhaus Düren,Roonstr. 30,Düren,TRUE,Nein,Ja,Nein,Nein,5 % mehr als empfohlen,7.5,vorhanden,Keine Kinderklinik angegeben,757,"30,6 %",Im Toleranzbereich oder niedriger,1.07
260920069-1,260920069-1,Klinikum Passau,NA,Passau,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2128,"28,9 %",Im Toleranzbereich oder niedriger,0.99
260940303-0,260940303-0,Sana Klinik Pegnitz GmbH,NA,Pegnitz,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,270,"38,9 %",Toleranzbereich überschritten,1.39
260310619-0,260310619-0,Helios Klinik Herzberg/Osterode,Dr.-Frössel-Allee 1,Herzberg am Harz,TRUE,Nein,Ja,Nein,Nein,32 % mehr als empfohlen,7.43,vorhanden,Keine Kinderklinik angegeben,537,"12,7 %",Im Toleranzbereich oder niedriger,0.5
260920014-0,260920014-0,Klinikum Landshut gGmbH,NA,Landshut,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,758,"28,1 %",Im Toleranzbereich oder niedriger,0.95
260330167-0,260330167-0,Helios Klinik Cuxhaven,Altenwalder Chaussee 10,Cuxhaven,TRUE,Ja,Ja,Ja,Nein,6 % mehr als empfohlen,6,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,477,"34,2 %",Im Toleranzbereich oder niedriger,1.07
260310221-0,260310221-0,Marienstift Braunschweig,Helmstedter Straße 35,Braunschweig,TRUE,Ja,Ja,Nein,Ja,18 % mehr als empfohlen,10,vorhanden,Keine Kinderklinik angegeben,900,"34,3 %",Toleranzbereich überschritten,1.25
260610792-1,260610792-1,HTK Bad Homburg,Zeppelinstrasse 20,Bad Homburg,TRUE,Ja,Ja,Nein,Ja,16 % weniger als empfohlen,12,vorhanden,Keine Kinderklinik angegeben,1520,"21,8 %",Im Toleranzbereich oder niedriger,0.74
261000386-0,261000386-0,"Universitätsklinikum des Saarlandes,Klinik für Frauenheilkunde, Geburtshilfe und Reproduktionsmedizin Homburg","Kirrberger Straße, Gebäude 9 D-66421 Homburg",Homburg,TRUE,Ja,Ja,Ja,Ja,2 % mehr als empfohlen,15,vorhanden,Eigene Kinderklinik,1567,"38,4 %",Im Toleranzbereich oder niedriger,1.04
260921231-1,260921231-1,Krankenhaus Freyung,NA,Freyung,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,463,"40,6 %",Toleranzbereich überschritten,1.48
261500289-0,261500289-0,Universitätsfrauenklinik Magdeburg,Gerhart-Hauptmann-Str. 35,Magdeburg,TRUE,Ja,Ja,Ja,Ja,34 % mehr als empfohlen,14.5,vorhanden,Eigene Kinderklinik,1153,"32,4 %",Im Toleranzbereich oder niedriger,0.94
260831960-0,260831960-0,Klinikum Hochrhein,Kaiserstraße 93 - 101,Waldshut-Tiengen,TRUE,Ja,Ja,Nein,Ja,6 % mehr als empfohlen,6.5,vorhanden,Keine Kinderklinik angegeben,649,"26,7 %",Im Toleranzbereich oder niedriger,0.92
260970630-0,260970630-0,Donauklinik Neu-Ulm,NA,Neu-Ulm,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1394,"17,1 %",Im Toleranzbereich oder niedriger,0.72
261500735-0,261500735-0,HELIOS Klinik Jerichower Land,NA,Burg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,389,"35,0 %",Im Toleranzbereich oder niedriger,1.21
260611236-0,260611236-0,Klinikum Hanau GmbH,Leimenstraße 20,Hanau,TRUE,Ja,Ja,Ja,Ja,19 % mehr als empfohlen,15.83,vorhanden,Eigene Kinderklinik,1425,"37,1 %",Im Toleranzbereich oder niedriger,1.06
260500470-0,260500470-0,Evangelisches Krankenhaus Bethanien Iserlohn gGmbH,NA,Iserlohn,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,973,"48,4 %",Toleranzbereich überschritten,1.38
260930163-0,260930163-0,St. Anna Krankenhaus,NA,Sulzbach-Rosenberg,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,590,"31,2 %",Toleranzbereich überschritten,1.33
260200171-1,260200171-1,Albertinen-Krankenhaus / Albertinen-Haus gemeinnützige GmbH,NA,Hamburg,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,3150,"28,7 %",Im Toleranzbereich oder niedriger,0.96
260950077-0,260950077-0,Klinikum Fürth,NA,Fürth,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2198,"26,8 %",Im Toleranzbereich oder niedriger,0.96
260940358-0,260940358-0,Klinikum Forchheim-Fränkische Schweiz,Krankenhausstraße 10,Forchheim,TRUE,Ja,Ja,Nein,Ja,28 % mehr als empfohlen,8.5,vorhanden,Keine Kinderklinik angegeben,708,"23,0 %",Im Toleranzbereich oder niedriger,0.84
260610097-0,260610097-0,Krankenhaus Nordwest,NA,Frankfurt am Main,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,692,"33,5 %",Toleranzbereich überschritten,1.31
261101878-4,261101878-4,Vivantes Klinikum im Friedrichshain,Landsberger Allee 49,Berlin,TRUE,Ja,Ja,Ja,Ja,23 % weniger als empfohlen,24,vorhanden,Eigene Kinderklinik,3331,"26,4 %",Im Toleranzbereich oder niedriger,0.8
260510381-0,260510381-0,Universitätsklinikum Essen,Hufelandstraße 55,Essen,TRUE,Ja,Ja,Ja,Ja,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik,1673,"32,1 %",Im Toleranzbereich oder niedriger,0.85
260840621-0,260840621-0,Helios Spital Überlingen GmbH,NA,Überlingen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,466,"33,5 %",Toleranzbereich überschritten,1.3
260100739-1,260100739-1,Regio Klinikum Pinneberg,Fahltskamp 74,Pinneberg,TRUE,Ja,Ja,Ja,Ja,7 % mehr als empfohlen,12,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1197,"30,4 %",Im Toleranzbereich oder niedriger,0.98
260910546-0,260910546-0,Frauenklinik Dr. Geisenhofer,NA,München,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik oder Kooperationsklinik,2397,"47,4 %",Toleranzbereich überschritten,1.57
260590696-0,260590696-0,Städt. Krankenhaus Maria-Hilf Brilon gGmbH,NA,Brilon,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,599,"33,2 %",Im Toleranzbereich oder niedriger,1.12
260730412-0,260730412-0,Kreiskrankenhaus Grünstadt,Westring 55,Grünstadt,TRUE,Ja,Ja,Nein,Ja,33 % weniger als empfohlen,4.1,vorhanden,Keine Kinderklinik angegeben,650,"31,1 %",Im Toleranzbereich oder niedriger,1.15
260820569-0,260820569-0,Universitätsklinikum Mannheim GmbH,NA,Mannheim,FALSE,Ja,Ja,Ja,Unbekannt¹,Unbekannt¹,NA,NA,Eigene Kinderklinik,2180,"37,1 %",Im Toleranzbereich oder niedriger,1.01
261470034-2,261470034-2,Klinik Eilenburg,Wilhelm-Grune-Straße 5-8,Eilenburg,TRUE,Ja,Ja,Nein,Ja,12 % weniger als empfohlen,4.98,vorhanden,Keine Kinderklinik angegeben,317,"18,9 %",Im Toleranzbereich oder niedriger,0.62
260730014-0,260730014-0,Stadtklinik Frankenthal,Elsa-Brandström-Str. 1,Frankenthal,TRUE,Ja,Ja,Nein,Ja,6 % weniger als empfohlen,5.3,vorhanden,Keine Kinderklinik angegeben,334,"34,4 %",Im Toleranzbereich oder niedriger,1.19
260730229-0,260730229-0,Marienhaus Klinikum Hetzelstift,Stiftstraße 10,Neustadt Weinstraße,TRUE,Ja,Ja,Nein,Ja,1 % mehr als empfohlen,5.7,vorhanden,Keine Kinderklinik angegeben,575,"37,9 %",Toleranzbereich überschritten,1.26
261201414-1,261201414-1,Klinikum Dahme-Spreewald GmbH - Achenbach-Krankenhaus,Köpenicker Straße 29,Königs Wusterhausen,TRUE,Ja,Ja,Ja,Ja,2 % mehr als empfohlen,7,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,728,"23,6 %",Im Toleranzbereich oder niedriger,0.83
260920172-0,260920172-0,DONAUISAR Klinikum Dingolfing,NA,Dingolfing,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,459,"25,9 %",Im Toleranzbereich oder niedriger,0.94
260960547-1,260960547-1,Haßberg-Kliniken,NA,Haßfurt,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,406,"25,6 %",Im Toleranzbereich oder niedriger,1.08
260911239-1,260911239-1,Klinikum Erding,Bajuwarenstr. 5,Erding,TRUE,Nein,Ja,Nein,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Keine Kinderklinik angegeben,593,"28,0 %",Im Toleranzbereich oder niedriger,1.04
260550131-0,260550131-0,Universitätsklinikum Münster,Albert-Schweitzer-Campus 1 A1,Münster,TRUE,Ja,Ja,Ja,Ja,45 % mehr als empfohlen,16.5,vorhanden,Eigene Kinderklinik,1216,"35,5 %",Im Toleranzbereich oder niedriger,1.04
260330500-0,260330500-0,Elbe Klinikum Stade,Bremervörder Straße 111,Stade,TRUE,Ja,Ja,Ja,Ja,12 % mehr als empfohlen,11.94,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1143,"35,0 %",Im Toleranzbereich oder niedriger,1.06
261400892-0,261400892-0,Helios Klinikum Pirna,Struppener Straße 13,Pirna,TRUE,Ja,Ja,Ja,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Eigene Kinderklinik oder Kooperationsklinik,723,"23,5 %",Im Toleranzbereich oder niedriger,0.71
260530524-0,260530524-0,Krankenhaus Porz am Rhein,Urbacher Weg 19,Köln,TRUE,Ja,Ja,Ja,Ja,15 % mehr als empfohlen,17.6,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,1644,"29,1 %",Im Toleranzbereich oder niedriger,0.83
260610075-0,260610075-0,Klinikum Frankfurt Höchst Perinatalzentrum Level 1,Gotenstraße 6-8,Frankfurt am Main,TRUE,Ja,Ja,Ja,Ja,16 % weniger als empfohlen,17.33,vorhanden,Eigene Kinderklinik,2213,"31,2 %",Im Toleranzbereich oder niedriger,0.95
260950011-1,260950011-1,ANregiomed Klinikum Ansbach Klinik für Frauenheilkunde und Geburtshilfe,Escherichstrasse 1,Ansbach,TRUE,Ja,Ja,Ja,Ja,überwiegend freiberufliche Hebammen³,NA,"n.v., da Beleghebammen",Eigene Kinderklinik oder Kooperationsklinik,1266,"36,3 %",Im Toleranzbereich oder niedriger,1.2
261200457-0,261200457-0,Städtisches Klinikum Brandenburg,Hochstr. 29,Brandenburg an der Havel,TRUE,Ja,Ja,Ja,Ja,20 % mehr als empfohlen,11.01,vorhanden,Eigene Kinderklinik,976,"27,5 %",Im Toleranzbereich oder niedriger,0.97
261101878-3,261101878-3,Vivantes Klinikum Am Urban,Dieffenbachstr. 1,Berlin,TRUE,Ja,Ja,Nein,Nein,2 % weniger als empfohlen,14,vorhanden,Keine Kinderklinik angegeben,1524,"16,0 %",Im Toleranzbereich oder niedriger,0.6
261200435-1,261200435-1,"Oberhavel Kliniken GmbH, Klinik Oranienburg",Robert-Koch-Straße 2-12,Oranienburg,TRUE,Ja,Ja,Ja,Nein,20 % mehr als empfohlen,9.1,vorhanden,Eigene Kinderklinik oder Kooperationsklinik,806,"29,5 %",Im Toleranzbereich oder niedriger,1
260830026-0,260830026-0,Ev. Diakoniekrankenhaus Freiburg,Wirthstraße 11,Freiburg,TRUE,Ja,Ja,Nein,Ja,13 % mehr als empfohlen,16.39,vorhanden,Keine Kinderklinik angegeben,1557,"26,5 %",Im Toleranzbereich oder niedriger,0.89
260510940-0,260510940-0,Agaplesion Bethesda Krankenhaus Wuppertal gemeinnützige GmbH,NA,Wuppertal,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,1015,"25,7 %",Im Toleranzbereich oder niedriger,0.93
260913117-1,260913117-1,Ilmtalklinik GmbH,NA,Pfaffenhofen,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,835,"29,8 %",Im Toleranzbereich oder niedriger,1.11
261000320-0,261000320-0,DRK Krankenhaus,Vaubanstraße 25,Saarlouis,TRUE,Ja,Ja,Nein,Ja,6 % weniger als empfohlen,7.5,vorhanden,Keine Kinderklinik angegeben,851,"29,3 %",Im Toleranzbereich oder niedriger,0.97
260620180-1,260620180-1,Herz-Jesu Krankenhaus,Buttlarstrasse 74,Fulda,TRUE,Nein,Ja,Nein,Nein,keine verwertbare Angabe²,NA,nicht vorhanden,Keine Kinderklinik angegeben,879,"18,1 %",Im Toleranzbereich oder niedriger,0.66
260611511-0,260611511-0,Gesundheitszentrum Odenwaldkreis GmbH,NA,Erbach im Odenwald,FALSE,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,Unbekannt¹,NA,NA,Keine Kinderklinik angegeben,491,"34,8 %",Im Toleranzbereich oder niedriger,1.22
